idade,serie,turno,score_risco,nivel_risco,evasao
17,1ano,noturno,0.9993554,Alto,1
16,2ano,vespertino,0.040599555,Baixo,0
15,1ano,matutino,0.21072969,Baixo,0
19,1ano,noturno,0.9982766,Alto,1
17,3ano,vespertino,0.0029251196,Baixo,0
15,1ano,noturno,0.84840894,Alto,0
16,1ano,noturno,0.33611244,Médio,0
16,1ano,matutino,0.46467742,Alto,0
17,1ano,matutino,0.09256851,Baixo,0
15,1ano,matutino,0.22615868,Baixo,0
17,2ano,vespertino,0.018603941,Baixo,0
15,1ano,matutino,0.0012347478,Baixo,0
17,3ano,matutino,0.1693506,Baixo,0
17,3ano,noturno,0.0012987569,Baixo,0
15,1ano,matutino,0.0028437886,Baixo,0
16,1ano,vespertino,0.17410927,Baixo,0
15,1ano,vespertino,0.037412833,Baixo,0
16,2ano,matutino,0.62207216,Alto,0
15,1ano,matutino,0.01259836,Baixo,0
17,3ano,matutino,0.10445847,Baixo,0
19,3ano,vespertino,0.74096215,Alto,1
17,3ano,matutino,0.0019247046,Baixo,0
16,2ano,noturno,0.004175563,Baixo,0
17,3ano,noturno,0.004258033,Baixo,0
15,1ano,matutino,0.19498153,Baixo,0
16,2ano,noturno,0.053184714,Baixo,0
15,1ano,noturno,0.994206,Alto,1
17,3ano,matutino,0.10255707,Baixo,0
17,2ano,noturno,0.58931005,Alto,0
19,3ano,matutino,0.3682746,Médio,0
15,1ano,vespertino,0.001414271,Baixo,0
17,3ano,matutino,0.0024110004,Baixo,0
16,2ano,noturno,0.004387735,Baixo,0
16,2ano,noturno,0.009831782,Baixo,0
19,3ano,noturno,0.99957114,Alto,1
16,2ano,noturno,0.88895255,Alto,1
16,2ano,matutino,0.18829678,Baixo,0
18,2ano,vespertino,0.997463,Alto,1
16,1ano,matutino,0.92574215,Alto,1
16,1ano,matutino,0.22139344,Baixo,0
15,1ano,matutino,0.0042376597,Baixo,0
15,1ano,noturno,0.9269135,Alto,1
18,3ano,vespertino,0.34919456,Médio,0
17,2ano,matutino,0.00195923,Baixo,0
16,1ano,noturno,0.49182,Alto,1
17,2ano,noturno,0.13867599,Baixo,0
16,2ano,matutino,0.48228973,Alto,0
18,2ano,vespertino,0.99909186,Alto,1
17,3ano,vespertino,0.0007729815,Baixo,0
17,3ano,vespertino,0.049361214,Baixo,0
17,2ano,vespertino,0.03135708,Baixo,0
15,1ano,vespertino,0.14792669,Baixo,0
16,2ano,matutino,0.0012118263,Baixo,0
16,2ano,vespertino,0.00092533196,Baixo,0
17,2ano,matutino,0.10421515,Baixo,0
17,2ano,matutino,0.007850045,Baixo,0
17,2ano,matutino,0.052977312,Baixo,0
15,1ano,vespertino,0.07623517,Baixo,0
15,1ano,matutino,0.0041992757,Baixo,0
16,2ano,matutino,0.0016178818,Baixo,0
16,1ano,matutino,0.013588573,Baixo,0
15,1ano,noturno,0.0011998067,Baixo,0
17,3ano,matutino,0.21572517,Baixo,0
20,2ano,matutino,0.9991844,Alto,1
15,1ano,matutino,0.0056789694,Baixo,0
16,2ano,vespertino,0.023313891,Baixo,0
18,3ano,matutino,0.003820438,Baixo,0
16,1ano,matutino,0.9787815,Alto,1
17,3ano,noturno,0.002516865,Baixo,0
18,3ano,noturno,0.989094,Alto,1
16,2ano,vespertino,0.14969698,Baixo,0
16,2ano,vespertino,0.12550545,Baixo,0
16,1ano,noturno,0.0044026286,Baixo,0
18,3ano,noturno,0.041529346,Baixo,0
16,2ano,vespertino,0.00095109787,Baixo,0
17,3ano,noturno,0.0050858557,Baixo,0
16,2ano,noturno,0.8090481,Alto,0
15,1ano,noturno,0.99457055,Alto,1
16,1ano,matutino,0.09766721,Baixo,0
17,2ano,noturno,0.9895448,Alto,1
16,2ano,vespertino,0.19907287,Baixo,0
15,1ano,vespertino,0.0012085888,Baixo,0
17,3ano,matutino,0.87494487,Alto,0
18,3ano,matutino,0.16494864,Baixo,0
16,2ano,noturno,0.7551171,Alto,1
17,2ano,vespertino,0.87309575,Alto,1
15,1ano,matutino,0.00086700683,Baixo,0
18,3ano,vespertino,0.96389484,Alto,1
15,1ano,matutino,0.62563527,Alto,0
17,3ano,vespertino,0.9735564,Alto,1
16,2ano,vespertino,0.10567475,Baixo,0
16,2ano,vespertino,0.003790595,Baixo,0
15,1ano,matutino,0.00381009,Baixo,0
15,1ano,matutino,0.22299021,Baixo,0
18,3ano,matutino,0.002432546,Baixo,0
17,2ano,vespertino,0.2553435,Médio,0
18,2ano,noturno,0.99936813,Alto,1
18,3ano,noturno,0.995288,Alto,1
17,3ano,vespertino,0.0010886764,Baixo,0
17,3ano,matutino,0.7098134,Alto,0
15,1ano,matutino,0.9883137,Alto,1
17,2ano,noturno,0.00411871,Baixo,0
18,3ano,vespertino,0.002460947,Baixo,0
16,2ano,matutino,0.09468375,Baixo,0
16,1ano,vespertino,0.021785596,Baixo,0
17,3ano,vespertino,0.0019148461,Baixo,0
17,2ano,matutino,0.006452616,Baixo,0
17,2ano,matutino,0.061862934,Baixo,0
17,3ano,vespertino,0.11086673,Baixo,0
18,2ano,matutino,0.9964904,Alto,1
17,2ano,matutino,0.5381222,Alto,0
15,1ano,noturno,0.009435117,Baixo,0
16,2ano,noturno,0.9957028,Alto,1
15,1ano,matutino,0.83735204,Alto,1
17,3ano,matutino,0.9864244,Alto,1
17,3ano,vespertino,0.0011041347,Baixo,0
15,1ano,matutino,0.09968498,Baixo,0
15,1ano,noturno,0.0050824475,Baixo,0
19,3ano,vespertino,0.99423873,Alto,1
15,1ano,matutino,0.00094276556,Baixo,0
19,2ano,noturno,0.9365502,Alto,0
17,2ano,matutino,0.9321885,Alto,0
17,2ano,vespertino,0.55704683,Alto,1
15,1ano,noturno,0.2925166,Médio,0
16,2ano,matutino,0.002182139,Baixo,0
16,2ano,matutino,0.9507093,Alto,1
16,2ano,noturno,0.18353108,Baixo,0
15,1ano,vespertino,0.0012874949,Baixo,0
17,2ano,matutino,0.0018870861,Baixo,0
17,2ano,matutino,0.0039183153,Baixo,0
15,1ano,matutino,0.9445706,Alto,1
16,1ano,vespertino,0.07192991,Baixo,0
16,1ano,matutino,0.8961216,Alto,1
15,1ano,matutino,0.99369496,Alto,1
15,1ano,matutino,0.019086663,Baixo,0
18,3ano,vespertino,0.0066394582,Baixo,0
16,2ano,noturno,0.008720176,Baixo,0
17,3ano,vespertino,0.98406696,Alto,1
19,3ano,vespertino,0.9785443,Alto,1
15,1ano,noturno,0.74176615,Alto,1
17,2ano,matutino,0.0056334026,Baixo,0
18,3ano,matutino,0.3154918,Médio,0
16,2ano,matutino,0.03434057,Baixo,0
17,2ano,matutino,0.16454823,Baixo,0
18,2ano,noturno,0.9382499,Alto,1
15,1ano,matutino,0.9025392,Alto,0
16,2ano,noturno,0.004865173,Baixo,0
17,3ano,matutino,0.002727236,Baixo,0
18,3ano,vespertino,0.0047098943,Baixo,0
15,1ano,matutino,0.00071442616,Baixo,0
16,2ano,matutino,0.85165334,Alto,1
15,1ano,matutino,0.1990637,Baixo,0
17,3ano,vespertino,0.102904856,Baixo,0
17,1ano,vespertino,0.6901077,Alto,0
17,3ano,noturno,0.9185609,Alto,1
17,3ano,noturno,0.49783307,Alto,1
15,1ano,vespertino,0.0021455623,Baixo,0
15,1ano,noturno,0.0026650918,Baixo,0
17,3ano,matutino,0.0048528695,Baixo,0
17,1ano,matutino,0.94929785,Alto,1
18,2ano,matutino,0.9995128,Alto,1
17,3ano,vespertino,0.0036377597,Baixo,0
17,2ano,vespertino,0.0646594,Baixo,0
17,2ano,vespertino,0.955849,Alto,1
16,2ano,noturno,0.09353917,Baixo,0
15,1ano,matutino,0.9882642,Alto,1
17,3ano,noturno,0.36972633,Médio,0
18,1ano,vespertino,0.28764555,Médio,0
17,1ano,vespertino,0.2417566,Baixo,1
15,1ano,matutino,0.00078223256,Baixo,0
17,3ano,matutino,0.0023563628,Baixo,0
16,1ano,matutino,0.040081974,Baixo,0
18,3ano,noturno,0.7122205,Alto,0
18,2ano,vespertino,0.97750777,Alto,1
17,3ano,matutino,0.0015737085,Baixo,0
18,3ano,noturno,0.998811,Alto,1
17,3ano,vespertino,0.0014479657,Baixo,0
18,3ano,noturno,0.30236,Médio,1
15,1ano,vespertino,0.9541363,Alto,1
20,3ano,vespertino,0.9915877,Alto,1
17,2ano,vespertino,0.016501155,Baixo,0
16,2ano,vespertino,0.020533502,Baixo,0
17,3ano,matutino,0.0025881073,Baixo,0
17,3ano,matutino,0.0017996004,Baixo,0
16,2ano,noturno,0.0013905864,Baixo,0
19,2ano,vespertino,0.99804926,Alto,1
18,2ano,vespertino,0.11604452,Baixo,0
16,2ano,vespertino,0.0034263262,Baixo,0
16,1ano,vespertino,0.002055434,Baixo,0
19,2ano,matutino,0.99921465,Alto,1
17,1ano,matutino,0.9855665,Alto,1
15,1ano,matutino,0.9578323,Alto,1
17,3ano,matutino,0.0028933727,Baixo,0
16,2ano,matutino,0.0023984655,Baixo,0
18,3ano,noturno,0.7745113,Alto,0
18,2ano,matutino,0.99482405,Alto,1
17,1ano,noturno,0.99938476,Alto,1
16,1ano,noturno,0.9959544,Alto,1
16,1ano,matutino,0.22588621,Baixo,0
17,3ano,vespertino,0.15228339,Baixo,0
16,1ano,vespertino,0.0047880113,Baixo,0
16,2ano,noturno,0.97081506,Alto,1
18,3ano,vespertino,0.042865936,Baixo,1
17,3ano,matutino,0.0027710658,Baixo,0
16,1ano,matutino,0.0047713467,Baixo,0
17,1ano,noturno,0.99844056,Alto,1
16,1ano,matutino,0.114781365,Baixo,0
16,1ano,noturno,0.71070695,Alto,0
16,1ano,matutino,0.15390275,Baixo,0
18,2ano,vespertino,0.3339079,Médio,0
17,3ano,vespertino,0.0038077452,Baixo,0
17,2ano,matutino,0.06559269,Baixo,0
18,2ano,matutino,0.9955403,Alto,1
16,1ano,matutino,0.49933589,Alto,0
17,3ano,noturno,0.02932215,Baixo,0
16,2ano,vespertino,0.135814,Baixo,0
18,3ano,matutino,0.26745278,Médio,0
17,3ano,vespertino,0.09553106,Baixo,0
17,1ano,matutino,0.9987527,Alto,1
18,1ano,vespertino,0.99584633,Alto,1
15,1ano,noturno,0.027978813,Baixo,0
16,2ano,noturno,0.75939256,Alto,1
17,3ano,noturno,0.35118714,Médio,0
16,2ano,matutino,0.29058775,Médio,0
19,3ano,matutino,0.34178787,Médio,0
16,2ano,noturno,0.0043813316,Baixo,0
16,1ano,matutino,0.911056,Alto,0
17,1ano,matutino,0.99511504,Alto,1
17,2ano,matutino,0.03416616,Baixo,0
17,2ano,noturno,0.11321373,Baixo,0
16,2ano,vespertino,0.0006636815,Baixo,0
18,1ano,noturno,0.998283,Alto,1
17,3ano,matutino,0.0047321185,Baixo,0
16,1ano,matutino,0.0032238218,Baixo,0
17,3ano,matutino,0.0012767002,Baixo,0
15,1ano,noturno,0.257862,Médio,0
15,1ano,matutino,0.0028155714,Baixo,0
16,2ano,noturno,0.24016473,Baixo,0
16,2ano,vespertino,0.0015078599,Baixo,0
16,2ano,noturno,0.16673966,Baixo,0
17,2ano,noturno,0.8321094,Alto,0
18,3ano,vespertino,0.43211335,Alto,1
16,2ano,vespertino,0.3278818,Médio,0
16,2ano,matutino,0.04514383,Baixo,0
16,2ano,noturno,0.6210568,Alto,0
16,1ano,noturno,0.0047387746,Baixo,0
18,2ano,vespertino,0.95929897,Alto,1
17,1ano,matutino,0.994863,Alto,1
16,2ano,noturno,0.0035999767,Baixo,0
18,1ano,noturno,0.9894049,Alto,1
17,3ano,vespertino,0.0016498883,Baixo,0
16,2ano,noturno,0.012033819,Baixo,0
17,3ano,vespertino,0.0039813244,Baixo,0
16,2ano,matutino,0.040923152,Baixo,0
16,1ano,vespertino,0.004876382,Baixo,0
17,3ano,matutino,0.6090925,Alto,0
16,2ano,vespertino,0.5653288,Alto,0
17,3ano,vespertino,0.04607051,Baixo,0
16,2ano,matutino,0.68447703,Alto,0
16,2ano,matutino,0.9502934,Alto,1
19,3ano,vespertino,0.99386144,Alto,1
18,2ano,noturno,0.99658906,Alto,1
18,1ano,noturno,0.99969864,Alto,1
17,2ano,matutino,0.00726119,Baixo,0
16,2ano,noturno,0.5903429,Alto,0
17,3ano,matutino,0.98164535,Alto,1
17,2ano,matutino,0.00960731,Baixo,0
16,2ano,vespertino,0.00079531525,Baixo,0
18,3ano,matutino,0.9651158,Alto,1
19,2ano,noturno,0.99952495,Alto,1
18,3ano,matutino,0.0031643151,Baixo,0
19,2ano,matutino,0.9962484,Alto,1
15,1ano,vespertino,0.010142388,Baixo,0
18,3ano,matutino,0.0063467026,Baixo,0
16,1ano,matutino,0.01698918,Baixo,0
15,1ano,matutino,0.005868306,Baixo,0
17,2ano,matutino,0.006023179,Baixo,0
19,3ano,noturno,0.99971277,Alto,1
20,3ano,matutino,0.9985758,Alto,1
16,1ano,vespertino,0.9763326,Alto,1
15,1ano,vespertino,0.0007399695,Baixo,0
18,3ano,vespertino,0.9300403,Alto,1
16,1ano,vespertino,0.057271108,Baixo,0
15,1ano,vespertino,0.18042056,Baixo,0
16,1ano,noturno,0.010121297,Baixo,0
16,2ano,matutino,0.09057733,Baixo,0
17,3ano,noturno,0.9876759,Alto,1
19,3ano,matutino,0.997311,Alto,1
18,2ano,vespertino,0.096372075,Baixo,0
15,1ano,vespertino,0.3546876,Médio,0
15,1ano,matutino,0.0007549271,Baixo,0
16,2ano,matutino,0.0032878923,Baixo,0
18,1ano,matutino,0.18591404,Baixo,0
16,1ano,matutino,0.002895225,Baixo,0
15,1ano,vespertino,0.30531266,Médio,0
15,1ano,matutino,0.0060375584,Baixo,0
16,2ano,noturno,0.0011822646,Baixo,0
16,2ano,noturno,0.011419825,Baixo,0
17,1ano,matutino,0.99610114,Alto,1
18,2ano,matutino,0.9977301,Alto,1
18,3ano,matutino,0.9715137,Alto,1
17,3ano,noturno,0.004947664,Baixo,0
17,3ano,matutino,0.11888065,Baixo,0
16,2ano,matutino,0.2480644,Médio,0
17,3ano,noturno,0.0069983457,Baixo,0
15,1ano,vespertino,0.8790066,Alto,1
16,1ano,matutino,0.012191991,Baixo,0
15,1ano,noturno,0.0011680819,Baixo,0
16,2ano,noturno,0.90143114,Alto,1
16,2ano,vespertino,0.074512556,Baixo,0
17,1ano,matutino,0.9939254,Alto,1
18,3ano,vespertino,0.00592775,Baixo,0
15,1ano,matutino,0.0034064534,Baixo,0
16,1ano,vespertino,0.44896406,Alto,0
15,1ano,matutino,0.0068706367,Baixo,0
18,2ano,vespertino,0.993256,Alto,1
16,1ano,noturno,0.98426974,Alto,1
17,1ano,noturno,0.9961901,Alto,1
15,1ano,noturno,0.08002069,Baixo,0
17,3ano,matutino,0.00568232,Baixo,0
18,3ano,matutino,0.34182018,Médio,1
17,2ano,vespertino,0.0013756794,Baixo,0
19,2ano,matutino,0.5879957,Alto,0
17,3ano,matutino,0.5153839,Alto,0
17,3ano,noturno,0.9506235,Alto,1
16,2ano,matutino,0.20807928,Baixo,0
18,3ano,matutino,0.0025646787,Baixo,0
19,3ano,vespertino,0.99575436,Alto,1
18,3ano,noturno,0.8889521,Alto,1
16,2ano,vespertino,0.06408469,Baixo,0
17,1ano,matutino,0.97857,Alto,1
17,1ano,vespertino,0.9955687,Alto,1
17,2ano,noturno,0.0049075917,Baixo,0
16,2ano,matutino,0.0017072391,Baixo,0
16,2ano,vespertino,0.0013517046,Baixo,0
17,2ano,vespertino,0.8935301,Alto,1
17,2ano,vespertino,0.003942743,Baixo,0
17,3ano,matutino,0.002264349,Baixo,0
15,1ano,noturno,0.70372635,Alto,0
17,1ano,matutino,0.99942005,Alto,1
19,3ano,matutino,0.76332045,Alto,1
18,3ano,matutino,0.7565819,Alto,1
19,3ano,vespertino,0.9991892,Alto,1
18,3ano,matutino,0.004943386,Baixo,0
18,3ano,noturno,0.73181796,Alto,0
15,1ano,noturno,0.8311328,Alto,1
17,2ano,matutino,0.0025786685,Baixo,0
15,1ano,noturno,0.74627596,Alto,0
17,2ano,noturno,0.005597739,Baixo,0
17,3ano,matutino,0.0030194435,Baixo,0
16,1ano,vespertino,0.028474012,Baixo,0
16,2ano,noturno,0.0035894269,Baixo,0
16,1ano,noturno,0.43633017,Alto,0
15,1ano,vespertino,0.5560767,Alto,0
15,1ano,noturno,0.8081247,Alto,0
16,1ano,vespertino,0.05395215,Baixo,0
18,3ano,matutino,0.0069255508,Baixo,0
18,2ano,matutino,0.1824289,Baixo,0
17,3ano,vespertino,0.0010803934,Baixo,0
16,2ano,matutino,0.0074796714,Baixo,0
15,1ano,matutino,0.00063506473,Baixo,0
15,1ano,matutino,0.1846023,Baixo,0
19,3ano,noturno,0.1954772,Baixo,0
17,1ano,vespertino,0.9984382,Alto,1
17,3ano,matutino,0.5800574,Alto,0
17,1ano,matutino,0.99595755,Alto,1
18,2ano,matutino,0.9961766,Alto,1
17,3ano,matutino,0.6049164,Alto,0
15,1ano,vespertino,0.027352123,Baixo,0
15,1ano,matutino,0.09748962,Baixo,0
17,3ano,noturno,0.24627803,Baixo,0
15,1ano,matutino,0.0011432208,Baixo,0
16,2ano,matutino,0.0033472816,Baixo,0
16,2ano,noturno,0.0055973697,Baixo,0
15,1ano,matutino,0.05390084,Baixo,0
18,3ano,matutino,0.06338518,Baixo,0
18,3ano,matutino,0.94211185,Alto,1
16,2ano,vespertino,0.003569644,Baixo,0
17,3ano,matutino,0.0032305585,Baixo,0
17,1ano,noturno,0.9772864,Alto,1
15,1ano,vespertino,0.44871542,Alto,1
16,2ano,noturno,0.9597961,Alto,1
17,3ano,vespertino,0.9880227,Alto,1
16,1ano,noturno,0.027035585,Baixo,0
15,1ano,vespertino,0.0032719686,Baixo,0
16,2ano,vespertino,0.031719614,Baixo,0
18,3ano,vespertino,0.0032228613,Baixo,0
16,1ano,vespertino,0.004030452,Baixo,0
16,2ano,matutino,0.0042723645,Baixo,0
17,3ano,vespertino,0.0025846655,Baixo,0
16,2ano,matutino,0.0054725595,Baixo,0
15,1ano,vespertino,0.08727241,Baixo,0
15,1ano,matutino,0.20418957,Baixo,0
16,2ano,matutino,0.75547844,Alto,1
16,2ano,matutino,0.0038621142,Baixo,0
19,3ano,matutino,0.99390763,Alto,1
16,2ano,matutino,0.0021873252,Baixo,0
16,2ano,matutino,0.4371205,Alto,0
17,3ano,vespertino,0.00251962,Baixo,0
16,2ano,matutino,0.190555,Baixo,0
16,2ano,noturno,0.011188318,Baixo,0
17,3ano,noturno,0.95694745,Alto,1
15,1ano,matutino,0.0065008625,Baixo,0
17,3ano,matutino,0.93182975,Alto,1
17,3ano,matutino,0.65105397,Alto,0
15,1ano,matutino,0.59884864,Alto,0
18,2ano,vespertino,0.92311996,Alto,1
16,1ano,vespertino,0.046767168,Baixo,0
15,1ano,vespertino,0.03971953,Baixo,0
18,2ano,matutino,0.20172317,Baixo,0
16,1ano,vespertino,0.5801859,Alto,1
17,3ano,matutino,0.0040278803,Baixo,0
17,3ano,noturno,0.9064713,Alto,1
17,3ano,noturno,0.6840815,Alto,1
16,1ano,matutino,0.025786942,Baixo,0
16,1ano,noturno,0.00831865,Baixo,0
15,1ano,noturno,0.53665215,Alto,0
16,1ano,vespertino,0.93942463,Alto,1
18,3ano,matutino,0.0037746478,Baixo,0
18,2ano,noturno,0.99955195,Alto,1
16,1ano,matutino,0.005078237,Baixo,0
19,3ano,matutino,0.608208,Alto,1
17,2ano,vespertino,0.0069775926,Baixo,0
16,1ano,matutino,0.076815374,Baixo,0
15,1ano,matutino,0.007862072,Baixo,0
17,2ano,noturno,0.002607531,Baixo,0
17,3ano,matutino,0.23548827,Baixo,0
15,1ano,vespertino,0.0017698236,Baixo,0
18,3ano,vespertino,0.83344173,Alto,1
19,3ano,matutino,0.9888976,Alto,1
17,3ano,vespertino,0.0033471815,Baixo,0
16,1ano,vespertino,0.004434462,Baixo,0
15,1ano,vespertino,0.9984604,Alto,1
18,3ano,vespertino,0.499275,Alto,0
15,1ano,noturno,0.106606275,Baixo,0
17,2ano,noturno,0.008248575,Baixo,0
17,3ano,matutino,0.86118865,Alto,0
15,1ano,matutino,0.005536887,Baixo,0
17,3ano,vespertino,0.8532231,Alto,1
19,3ano,noturno,0.8566517,Alto,0
17,3ano,noturno,0.6999607,Alto,0
16,2ano,matutino,0.007616257,Baixo,0
18,3ano,noturno,0.020782668,Baixo,0
16,2ano,matutino,0.0015569163,Baixo,0
19,3ano,matutino,0.99749243,Alto,1
19,3ano,vespertino,0.9969511,Alto,1
19,3ano,matutino,0.72022414,Alto,0
15,1ano,vespertino,0.002001859,Baixo,0
17,1ano,matutino,0.9886369,Alto,1
17,1ano,noturno,0.99906284,Alto,1
16,2ano,noturno,0.00551746,Baixo,0
18,2ano,matutino,0.9988164,Alto,1
16,2ano,vespertino,0.005962821,Baixo,0
16,2ano,vespertino,0.9837924,Alto,1
17,3ano,matutino,0.16437143,Baixo,0
17,3ano,noturno,0.30318862,Médio,0
15,1ano,vespertino,0.0019330878,Baixo,0
17,3ano,matutino,0.08768915,Baixo,0
16,2ano,noturno,0.004728138,Baixo,0
16,2ano,matutino,0.95519257,Alto,1
15,1ano,matutino,0.017514685,Baixo,0
19,3ano,matutino,0.6574702,Alto,0
17,3ano,noturno,0.0038987636,Baixo,0
18,3ano,noturno,0.9826658,Alto,1
18,3ano,matutino,0.0029579266,Baixo,0
18,3ano,matutino,0.9955876,Alto,1
15,1ano,matutino,0.045407142,Baixo,0
16,2ano,vespertino,0.015592092,Baixo,0
17,2ano,matutino,0.18892115,Baixo,0
18,3ano,matutino,0.008272971,Baixo,0
15,1ano,matutino,0.14747712,Baixo,0
16,2ano,vespertino,0.0015527059,Baixo,0
17,3ano,vespertino,0.15608816,Baixo,0
16,1ano,vespertino,0.0066295466,Baixo,0
19,3ano,matutino,0.988561,Alto,1
18,2ano,vespertino,0.9933641,Alto,1
18,3ano,vespertino,0.0016868815,Baixo,0
17,3ano,vespertino,0.046420995,Baixo,0
15,1ano,matutino,0.88530123,Alto,1
17,3ano,matutino,0.113095716,Baixo,0
15,1ano,vespertino,0.9450002,Alto,1
16,2ano,matutino,0.0049030785,Baixo,0
16,2ano,vespertino,0.16307272,Baixo,0
17,3ano,matutino,0.0013185774,Baixo,0
15,1ano,matutino,0.50952756,Alto,1
15,1ano,vespertino,0.011642203,Baixo,0
18,3ano,matutino,0.02347046,Baixo,0
16,2ano,matutino,0.71350497,Alto,0
16,2ano,noturno,0.58181673,Alto,1
15,1ano,matutino,0.00802522,Baixo,0
15,1ano,noturno,0.16855256,Baixo,0
19,3ano,matutino,0.9963341,Alto,1
15,1ano,noturno,0.11024284,Baixo,0
16,2ano,noturno,0.0024007075,Baixo,0
17,3ano,matutino,0.0013514779,Baixo,0
15,1ano,vespertino,0.005826842,Baixo,0
17,3ano,vespertino,0.65160525,Alto,0
15,1ano,vespertino,0.028954871,Baixo,0
19,3ano,matutino,0.88723254,Alto,1
17,3ano,noturno,0.0016448222,Baixo,0
17,3ano,vespertino,0.0016720297,Baixo,0
15,1ano,noturno,0.0029152439,Baixo,0
18,2ano,noturno,0.2918644,Médio,0
17,3ano,noturno,0.007925421,Baixo,0
17,1ano,vespertino,0.7716322,Alto,0
15,1ano,vespertino,0.171644,Baixo,0
17,1ano,noturno,0.2135053,Baixo,0
18,3ano,vespertino,0.43599045,Alto,0
18,3ano,matutino,0.0062547894,Baixo,0
16,2ano,vespertino,0.5708951,Alto,0
17,3ano,matutino,0.1273746,Baixo,0
18,2ano,noturno,0.999328,Alto,1
18,2ano,vespertino,0.99285734,Alto,1
19,2ano,vespertino,0.9993718,Alto,1
16,2ano,matutino,0.06753887,Baixo,0
16,1ano,vespertino,0.13690516,Baixo,0
17,3ano,matutino,0.175973,Baixo,0
17,3ano,vespertino,0.58834505,Alto,0
15,1ano,vespertino,0.0010678753,Baixo,0
17,2ano,vespertino,0.55222744,Alto,0
15,1ano,matutino,0.16143662,Baixo,0
17,3ano,vespertino,0.551574,Alto,0
18,3ano,vespertino,0.98327523,Alto,1
19,3ano,noturno,0.9995989,Alto,1
16,1ano,noturno,0.9567627,Alto,1
16,1ano,noturno,0.20329857,Baixo,0
15,1ano,matutino,0.0334434,Baixo,0
15,1ano,matutino,0.0077241054,Baixo,0
16,1ano,noturno,0.097517125,Baixo,0
15,1ano,noturno,0.95904934,Alto,1
17,3ano,matutino,0.93474114,Alto,1
15,1ano,vespertino,0.0015460632,Baixo,0
15,1ano,matutino,0.052056473,Baixo,0
17,3ano,matutino,0.59202284,Alto,0
16,2ano,noturno,0.5986834,Alto,0
17,3ano,noturno,0.0027495003,Baixo,0
16,2ano,noturno,0.017215053,Baixo,0
17,3ano,matutino,0.06286988,Baixo,0
16,2ano,vespertino,0.005782814,Baixo,0
16,2ano,noturno,0.97976583,Alto,1
18,3ano,vespertino,0.52161103,Alto,1
16,2ano,matutino,0.14925411,Baixo,0
15,1ano,vespertino,0.20881891,Baixo,0
17,2ano,matutino,0.12820517,Baixo,0
15,1ano,vespertino,0.88410485,Alto,1
17,3ano,noturno,0.8774566,Alto,0
15,1ano,matutino,0.0025642994,Baixo,0
18,1ano,matutino,0.14345168,Baixo,0
16,1ano,vespertino,0.05791028,Baixo,0
18,3ano,vespertino,0.006750487,Baixo,0
16,1ano,matutino,0.0028116715,Baixo,0
16,2ano,matutino,0.0076389452,Baixo,0
17,3ano,vespertino,0.0015193318,Baixo,0
16,1ano,matutino,0.106382996,Baixo,0
17,3ano,vespertino,0.0031024078,Baixo,0
18,1ano,vespertino,0.9955422,Alto,1
15,1ano,matutino,0.6901569,Alto,0
17,2ano,vespertino,0.020027325,Baixo,0
18,3ano,vespertino,0.004991201,Baixo,0
15,1ano,vespertino,0.011565309,Baixo,0
17,2ano,vespertino,0.65990365,Alto,0
15,1ano,matutino,0.0030841671,Baixo,0
16,2ano,matutino,0.0029163295,Baixo,0
17,2ano,vespertino,0.002130637,Baixo,0
17,2ano,vespertino,0.0013843778,Baixo,0
17,2ano,matutino,0.15065831,Baixo,0
15,1ano,matutino,0.002073636,Baixo,0
17,2ano,vespertino,0.061970264,Baixo,0
16,2ano,matutino,0.0055001634,Baixo,0
18,2ano,noturno,0.8927224,Alto,1
15,1ano,vespertino,0.0019117857,Baixo,0
16,2ano,matutino,0.21358374,Baixo,0
17,2ano,vespertino,0.86005753,Alto,0
15,1ano,matutino,0.16999558,Baixo,0
16,1ano,noturno,0.883592,Alto,1
16,2ano,noturno,0.99479574,Alto,1
17,3ano,noturno,0.38558832,Alto,0
15,1ano,vespertino,0.0035558306,Baixo,0
17,3ano,noturno,0.005038953,Baixo,0
19,2ano,vespertino,0.999233,Alto,1
17,3ano,noturno,0.0022246102,Baixo,0
16,2ano,matutino,0.003492978,Baixo,0
16,2ano,noturno,0.29582274,Médio,0
16,2ano,vespertino,0.05955884,Baixo,0
17,3ano,matutino,0.15094991,Baixo,0
18,2ano,noturno,0.9944555,Alto,1
17,2ano,vespertino,0.0010068341,Baixo,0
16,2ano,noturno,0.0028958912,Baixo,0
17,3ano,matutino,0.1447122,Baixo,0
15,1ano,vespertino,0.085031636,Baixo,0
16,2ano,vespertino,0.0034730907,Baixo,0
16,2ano,matutino,0.0863433,Baixo,0
17,3ano,noturno,0.5576516,Alto,0
18,2ano,vespertino,0.9993438,Alto,1
17,2ano,matutino,0.42154658,Alto,1
17,3ano,vespertino,0.0019243144,Baixo,0
16,2ano,matutino,0.0097250175,Baixo,0
16,1ano,noturno,0.9235519,Alto,1
15,1ano,noturno,0.004497752,Baixo,0
16,1ano,vespertino,0.11144833,Baixo,0
16,1ano,vespertino,0.124762304,Baixo,0
17,2ano,matutino,0.0041717733,Baixo,0
17,3ano,matutino,0.0013559678,Baixo,0
18,3ano,noturno,0.9910103,Alto,1
15,1ano,matutino,0.0009559869,Baixo,0
